order,date,coin,futures,type,sum,fee
1244247517137870880,2024-11-23,USDT,SOLUSDT,contract_margin_settle_fee,-0.47186905999999995,0.0
1244247480240578563,2024-11-23,USDT,ADAUSDT,contract_margin_settle_fee,-0.12692459250000002,0.0
1244247471633866758,2024-11-23,USDT,ETHUSDT,contract_margin_settle_fee,-0.4950762264,0.0
1243885113602351126,2024-11-22,USDT,BTCUSDT,contract_margin_settle_fee,-0.13585909880000002,0.0
1243885091473203317,2024-11-22,USDT,SOLUSDT,contract_margin_settle_fee,-0.521925532,0.0
1243885086670725122,2024-11-22,USDT,ETHUSDT,contract_margin_settle_fee,-0.385140354,0.0
1243885040193642498,2024-11-22,USDT,ADAUSDT,contract_margin_settle_fee,-0.0598419635,0.0
1243522721206902800,2024-11-21,USDT,BTCUSDT,contract_margin_settle_fee,-0.1378688948,0.0
1243522714621845522,2024-11-21,USDT,SOLUSDT,contract_margin_settle_fee,-0.11701789199999998,0.0
1243522703049760776,2024-11-21,USDT,ETHUSDT,contract_margin_settle_fee,-0.140140096,0.0
1243522621453770784,2024-11-21,USDT,ADAUSDT,contract_margin_settle_fee,-0.0200974,0.0
1243160312709521426,2024-11-20,USDT,BTCUSDT,contract_margin_settle_fee,-0.131699278,0.0
1243160311329595395,2024-11-20,USDT,ETHUSDT,contract_margin_settle_fee,-0.122370108,0.0
1243160304505462808,2024-11-20,USDT,SOLUSDT,contract_margin_settle_fee,-0.08615605700000001,0.0
1243160226843729962,2024-11-20,USDT,ADAUSDT,contract_margin_settle_fee,-0.022987348999999997,0.0
1242797933031202828,2024-11-19,USDT,BTCUSDT,contract_margin_settle_fee,-0.3049774564,0.0
1242797926295150612,2024-11-19,USDT,ETHUSDT,contract_margin_settle_fee,-0.1872092152,0.0
1242797926236430340,2024-11-19,USDT,SOLUSDT,contract_margin_settle_fee,-0.155937139,0.0
1242797877007884317,2024-11-19,USDT,ADAUSDT,contract_margin_settle_fee,-0.048918197,0.0
1242435544465154070,2024-11-18,USDT,BTCUSDT,contract_margin_settle_fee,-0.29797484320000006,0.0
1242435541361369109,2024-11-18,USDT,ETHUSDT,contract_margin_settle_fee,-0.1732453226,0.0
1242435530246463495,2024-11-18,USDT,SOLUSDT,contract_margin_settle_fee,-0.180374641,0.0
1242435471207440438,2024-11-18,USDT,ADAUSDT,contract_margin_settle_fee,-0.0390387915,0.0
1242073161339117576,2024-11-17,USDT,BTCUSDT,contract_margin_settle_fee,-0.32014447199999996,0.0
1242073152195534865,2024-11-17,USDT,ETHUSDT,contract_margin_settle_fee,-0.0952106526,0.0
1242073143370719263,2024-11-17,USDT,SOLUSDT,contract_margin_settle_fee,-0.20857257,0.0
1242073122516639746,2024-11-17,USDT,ADAUSDT,contract_margin_settle_fee,-0.0399245935,0.0
1241710767060426763,2024-11-16,USDT,BTCUSDT,contract_margin_settle_fee,-0.2975048944,0.0
1241710745975660545,2024-11-16,USDT,ETHUSDT,contract_margin_settle_fee,-0.09625425530000001,0.0
1241710732012822529,2024-11-16,USDT,SOLUSDT,contract_margin_settle_fee,-0.13432514499999998,0.0
1241710670696292371,2024-11-16,USDT,ADAUSDT,contract_margin_settle_fee,-0.0185215,0.0
1241348377336750119,2024-11-15,USDT,BTCUSDT,contract_margin_settle_fee,-0.2503281184,0.0
1241348361759105030,2024-11-15,USDT,SOLUSDT,contract_margin_settle_fee,-0.076112203,0.0
1241348346571530246,2024-11-15,USDT,ETHUSDT,contract_margin_settle_fee,-0.0847519456,0.0
1241348336358400013,2024-11-15,USDT,ADAUSDT,contract_margin_settle_fee,-0.015453849999999998,0.0
1240985982462468112,2024-11-14,USDT,BTCUSDT,contract_margin_settle_fee,-0.259090076,0.0
1240985969711783967,2024-11-14,USDT,ETHUSDT,contract_margin_settle_fee,-0.0744444155,0.0
1240985956755578895,2024-11-14,USDT,SOLUSDT,contract_margin_settle_fee,-0.138909442,0.0
1240623593200164878,2024-11-13,USDT,BTCUSDT,contract_margin_settle_fee,-0.3888221096,0.0
1240623593036587018,2024-11-13,USDT,SOLUSDT,contract_margin_settle_fee,-0.189442922,0.0
1240623585495228444,2024-11-13,USDT,ETHUSDT,contract_margin_settle_fee,-0.1513153075,0.0
1240261211785404486,2024-11-12,USDT,BTCUSDT,contract_margin_settle_fee,-1.1068084,0.0
1240261193187860515,2024-11-12,USDT,SOLUSDT,contract_margin_settle_fee,-0.2514550842,0.0
1240261183436103694,2024-11-12,USDT,ETHUSDT,contract_margin_settle_fee,-0.3182663183,0.0
1239898816744411172,2024-11-11,USDT,BTCUSDT,contract_margin_settle_fee,-0.3942097201,0.0
1239898809354047621,2024-11-11,USDT,ETHUSDT,contract_margin_settle_fee,-0.1604039948,0.0
1239898802487971866,2024-11-11,USDT,SOLUSDT,contract_margin_settle_fee,-0.10250814359999999,0.0
